,transliteration,sorting,period,base,logogram,morpheme_1,morpheme_2,morpheme_3,sense_hk,certainty-weight_hk,sense_hk_qid,certainty-weight_MEGA,sense_MEGA_qid,POS,number,person,category,transliteration original,unicode,roman,count,is_match
7478,te im ti a ha ki,deimtiahaki,,,,,,,,,,,,PN,,,PN,[te]-im-ti.a-ha-ki,𒋼 𒅎 𒋾 𒀀 𒄩 𒆠,False,0,False
7480,v im ma nu,immanu,nA,,,,,,,,,,,PN,,,PN,[v.im]-ma-nu,𒁹 𒅎 𒈠 𒉡,False,0,False
7481,v si r n a na,sirnana,nE,,,,,,,,,,,PN,,,PN,[v.si]r?-[n]a-na,𒁹 𒋤 𒈾 𒈾,False,0,False
7483,v te im tu ha h pu,deimtuhahpu,oE,,,,,,,,,,,PN,,,PN,[v].te-im-tu-ha-h-pu,𒁹 𒋼 𒅎 𒌅 𒄩 𒀸 𒁍,False,0,False
7484,v za še h ši,zas~ehs~i,nE,,,,,,,,,,,PN,,,PN,[v].za-še-h-ši?,𒁹 𒍝 𒊺 𒀸 𒅆,False,0,False
7487,2 a ha,aha,oE,,,,,,,,,,,PN,,,PN,2.a-ha,𒈫 𒀀 𒄩,False,0,False
7488,2 ba ti,bati,oE,,,,,,,,,,,PN,,,PN,2.ba-ti,𒈫 𒁀 𒋾,False,0,False
7489,2 bi ib da ri,biibdari,oE,,,,,,,,,,,PN,,,PN,2.bi-ib-da-ri,𒈫 𒁉 𒅁 𒁕 𒊑,False,0,False
7490,2 du du,dudu,oE,,,,,,,,,,,PN,,,PN,2.du-du,𒈫 𒁺 𒁺,False,0,False
7491,2 hal ti,halti,oE,,,,,,,,,,,PN,,,PN,2.hal-ti,𒈫 𒄬 𒋾,False,0,False
7492,2 hi du,hidu,oE,,,,,,,,,,,PN,,,PN,2.hi-du,𒈫 𒄭 𒁺,False,0,False
7493,2 hu uk,huuk,oE,,,,,,,,,,,PN,,,PN,2.hu-uk,𒈫 𒄷 𒊌,False,0,False
7494,2 ip pu,ippu,oE,,,,,,,,,,,PN,,,PN,2.ip-pu,𒈫 𒅁 𒁍,False,0,False
7495,2 ku li,guli,oE,,,,,,,,,,,PN,,,PN,2.ku-li,𒈫 𒆪 𒇷,False,0,False
7496,2 ku uk,guuk,"oE, nE",,,,,,,,,,,PN,,,PN,2.ku-uk,𒈫 𒆪 𒊌,False,0,False
7497,2 la la,lala,oE,,,,,,,,,,,PN,,,PN,2.la-la,𒈫 𒆷 𒆷,False,0,False
7498,2 la ni,lani,oE,,,,,,,,,,,PN,,,PN,2.la-ni,𒈫 𒆷 𒉌,False,0,False
7499,2 li ma,lima,oE,,,,,,,,,,,PN,,,PN,2.li-ma,𒈫 𒇷 𒈠,False,0,False
7500,2 si il ha,siilha,oE,,,,,,,,,,,PN,,,PN,2.si-il-ha,𒈫 𒋛 𒅋 𒄩,False,0,False
7501,2 te ti,deti,oE,,,,,,,,,,,PN,,,PN,2.te-ti,𒈫 𒋼 𒋾,False,0,False
7502,3 ki ik,giik,"oE, nE",,,,,,,,,,,PN,,,PN,3.ki-ik,𒑑 𒆠 𒅅,False,0,False
7503,a a i im bu,aaiimbu,oE,,,,,,,,,,,PN,,,PN,a-a-i-[im?]-bu,𒀀 𒀀 𒄿 𒅎 𒁍,False,0,False
7504,a a na ir,aanair,nE,,,,,,,,,,,PN,,,PN,a-a-na-ir,𒀀 𒀀 𒈾 𒅕,False,0,False
7505,a a ra ti,aarati,oE,,,,,,,,,,,PN,,,PN,a-a-ra-ti,𒀀 𒀀 𒊏 𒋾,False,0,False
7506,a a ta pa da,aatapada,oE,,,,,,,,,,,PN,,,PN,a-a-ta-pa-da,𒀀 𒀀 𒋫 𒉺 𒁕,False,0,False
7507,a al la,aalla,oE,,,,,,,,,,,PN,,,PN,a-al-la,𒀀 𒀠 𒆷,False,0,False
7508,a al pi,aalpi,oE,,,,,,,,,,,PN,,,PN,a-al-pi,𒀀 𒀠 𒉿,False,0,False
7509,a ap pu me,aappume,mE,,,,,,,,,,,PN,,,PN,a-ap-pu-me,𒀀 𒀊 𒁍 𒈨,False,0,False
7510,a ar ra hu si ik,aarrahusiik,oE,,,,,,,,,,,PN,,,PN,a-ar-ra.hu-si-ik,𒀀 𒅈 𒊏 𒄷 𒋛 𒅅,False,0,False
7511,a at ta šu,aattas~u,oE,,,,,,,,,,,PN,,,PN,a-at-ta-šu,𒀀 𒀜 𒋫 𒋗,False,0,False
7515,a ba al,abaal,oE,,,,,,,,,,,PN,,,PN,a-ba-al,𒀀 𒁀 𒀠,False,0,False
7516,a ba ba,ababa,oE,,,,,,,,,,,PN,,,PN,a-ba-ba,𒀀 𒁀 𒁀,False,0,False
7517,a ba e,abae,oE,,,,,,,,,,,PN,,,PN,a-ba-e,𒀀 𒁀 𒂊,False,0,False
7518,a ba ri du ru uk,abariduruuk,oE,,,,,,,,,,,PN,,,PN,a-ba-ri.du-ru-uk,𒀀 𒁀 𒊑 𒁺 𒊒 𒊌,False,0,False
7519,a bi ku uk,abikuuk,oE,,,,,,,,,,,PN,,,PN,a-bi-[ku]-uk,𒀀 𒁉 𒆪 𒊌,False,0,False
7520,a bi da,abida,oE,,,,,,,,,,,PN,,,PN,a-bi-da,𒀀 𒁉 𒁕,False,0,False
7522,a bi tu tu,abitutu,oE,,,,,,,,,,,PN,,,PN,a-bi.tu-tu,𒀀 𒁉 𒌅 𒌅,False,0,False
7523,a da,ada,oE,,,,,,,,,,,PN,,,PN,a-da,𒀀 𒁕,False,0,False
7525,a da me na,adamena,oE,,,,,,,,,,,PN,,,PN,a-da-me-na,𒀀 𒁕 𒈨 𒈾,False,0,False
7526,a da ra,adara,oE,,,,,,,,,,,PN,,,PN,a-da-ra,𒀀 𒁕 𒊏,False,0,False
7527,a da ta,adata,oE,,,,,,,,,,,PN,Pl.,3rd Anim.,PN,a-da-ta,𒀀 𒁕 𒋫,False,0,False
7528,a du du,adudu,oE,,,,,,,,,,,PN,,,PN,a-du-du,𒀀 𒁺 𒁺,False,0,False
7529,a du ra,adura,oE,,,,,,,,,,,PN,,,PN,a-du-ra,𒀀 𒁺 𒊏,False,0,False
7530,a ga kur pu um,agakurpuum,oE,,,,,,,,,,,PN,,,PN,a-ga.kur-pu-um?,𒀀 𒂵 𒆳 𒁍 𒌝,False,0,False
7531,a gi im mu tu,agiimmutu,oE,,,,,,,,,,,PN,,,PN,a-gi-im-mu-tu,𒀀 𒄀 𒅎 𒈬 𒌅,False,0,False
7533,a gu gu,agugu,oE,,,,,,,,,,,PN,,,PN,a-gu-gu,𒀀 𒄖 𒄖,False,0,False
7534,a gu gu ni,aguguni,oE,,,,,,,,,,,PN,,,PN,a-gu-gu-ni,𒀀 𒄖 𒄖 𒉌,False,0,False
7535,a gu gu ti,aguguti,oE,,,,,,,,,,,PN,,,PN,a-gu-gu-ti,𒀀 𒄖 𒄖 𒋾,False,0,False
7536,a gu ku um ma,agukuumma,oE,,,,,,,,,,,PN,,,PN,a-gu-ku-um-ma,𒀀 𒄖 𒆪 𒌝 𒈠,False,0,False
7537,a gu se ni a,agusenia,OE,,,,,,,,,,,PN,,,PN,a-gu-se-ni-a,𒀀 𒄖 𒋛 𒉌 𒀀,False,0,False
7538,a ha zu nu,ahazunu,oE,,,,,,,,,,,PN,,,PN,a-ha-zu-nu,𒀀 𒄩 𒍪 𒉡,False,0,False
7539,a ha lu lu,ahalulu,oE,,,,,,,,,,,PN,Sg.,1st,PN,a-ha.lu-lu,𒀀 𒄩 𒇻 𒇻,False,0,False
7540,a hi du ka,ahiduka,oE,,,,,,,,,,,PN,Sg.,1st,PN,a-hi-du-ka,𒀀 𒄭 𒁺 𒅗,False,0,False
7542,a hi e ni,ahieni,oE,,,,,,,,,,,PN,,,PN,a-hi-e?-ni,𒀀 𒄭 𒂊 𒉌,False,0,False
7544,a hi in da … nu un ti,ahiindanuunti,oE,,,,,,,,,,,PN,,,PN,a-hi-in-da-[…]-nu-un-ti,𒀀 𒄭 𒅔 𒁕 … 𒉡 𒌦 𒋾,False,0,False
7545,a hi ma a,ahimaa,oE,,,,,,,,,,,PN,,,PN,a-hi-ma-a,𒀀 𒄭 𒈠 𒀀,False,0,False
7546,a hi ti,ahiti,oE,,,,,,,,,,,PN,,,PN,a-hi-ti,𒀀 𒄭 𒋾,False,0,False
7549,a hi pu a,ahipua,oE,,,,,,,,,,,PN,,,PN,a-hi?-pu-a,𒀀 𒄭 𒁍 𒀀,False,0,False
7551,a hu hu,ahuhu,oE,,,,,,,,,,,PN,,,PN,a-hu-hu,𒀀 𒄷 𒄷,False,0,False
7552,a hu hu a,ahuhua,oE,,,,,,,,,,,PN,,,PN,a-hu-hu-a,𒀀 𒄷 𒄷 𒀀,False,0,False
7553,a hu hu hu,ahuhuhu,oE,,,,,,,,,,,PN,,,PN,a-hu-hu-hu,𒀀 𒄷 𒄷 𒄷,False,0,False
7554,a hu hu tu,ahuhutu,oE,,,,,,,,,,,PN,,,PN,a-hu-hu-tu,𒀀 𒄷 𒄷 𒌅,False,0,False
7556,a hu hu ya,ahuhuya,oE,,,,,,,,,,,PN,,,PN,a-hu-hu-ya,𒀀 𒄷 𒄷 𒉿,False,0,False
7557,a hu na …,ahuna,oE,,,,,,,,,,,PN,,,PN,a-hu-na-[…],𒀀 𒄷 𒈾 …,False,0,False
7560,a hu ya ti,ahuyati,oE,,,,,,,,,,,PN,,,PN,a-hu-ya-ti,𒀀 𒄷 𒉿 𒋾,False,0,False
7561,a hu ya tu,ahuyatu,oE,,,,,,,,,,,PN,,,PN,a-hu-ya-tu,𒀀 𒄷 𒉿 𒌅,False,0,False
7562,a i e ni ya,aieniya,oE,,,,,,,,,,,PN,,,PN,a-i-e-ni-ya,𒀀 𒄿 𒂊 𒉌 𒉿,False,0,False
7563,a ki ki,akiki,oE,,,,,,,,,,,PN,,,PN,a-ki-ki,𒀀 𒆠 𒆠,False,0,False
7564,a ku ki,akuki,oE,,,,,,,,,,,PN,,,PN,a-ku-ki,𒀀 𒆪 𒆠,False,0,False
7565,a ku ku,akuku,oE,,,,,,,,,,,PN,,,PN,a-ku-ku,𒀀 𒆪 𒆪,False,0,False
7566,a ku ku ni,akukuni,oE,,,,,,,,,,,PN,,,PN,a-ku-ku-ni,𒀀 𒆪 𒆪 𒉌,False,0,False
7567,a ku ni,akuni,oE,,,,,,,,,,,PN,,,PN,a-ku-ni,𒀀 𒆪 𒉌,False,0,False
7568,a ku ut,akuut,oE,,,,,,,,,,,PN,,,PN,a-ku-ut,𒀀 𒆪 𒌓,False,0,False
7569,a la a,alaa,oE,,,,,,,,,,,PN,,,PN,a-la-a,𒀀 𒆷 𒀀,False,0,False
7570,a la la,alala,oE,,,,,,,,,,,PN,,,PN,a-la-la,𒀀 𒆷 𒆷,False,0,False
7571,a li li,alili,oE,,,,,,,,,,,PN,,,PN,a-li-li,𒀀 𒇷 𒇷,False,0,False
7572,a lu h,aluh,oE,,,,,,,,,,,PN,,,PN,a-lu-h,𒀀 𒇻 𒀸,False,0,False
7573,a lu lu,alulu,oE,,,,,,,,,,,PN,,,PN,a-lu-lu,𒀀 𒇻 𒇻,False,0,False
7574,a lu zi nu,aluzinu,oE,,,,,,,,,,,PN,,,PN,a-lu-zi-nu,𒀀 𒇻 𒍣 𒉡,False,0,False
7575,a mar d si mu ut,amarsimuut,,,,,,,,,,,,PN,,,PN,a-mar.d.si-mu-ut,𒀀 𒈥 𒀭 𒋛 𒈬 𒌓,False,0,False
7576,a me,ame,oE,,,,,,,,,,,PN,,,PN,a-me,𒀀 𒈨,False,0,False
7577,a me si,amesi,oE,,,,,,,,,,,PN,,,PN,a-me-si,𒀀 𒈨 𒋛,False,0,False
7578,a mur ki ki,amurkiki,nB,,,,,,,,,,,PN,,,PN,a-mur-ki-ki,𒀀 𒄯 𒆠 𒆠,False,0,False
7579,a na a a ti a pa da,anaaatiapada,oE,,,,,,,,,,,PN,,,PN,a-na-a-a-ti-a-pa-da,𒀀 𒈾 𒀀 𒀀 𒋾 𒀀 𒉺 𒁕,False,0,False
7580,a ni h pi ki,anipiki,oE,,,,,,,,,,,PN,,,PN,a-ni-h.pi-ki,𒀀 𒉌 𒀸 𒉿 𒆠,False,0,False
7581,a ni hi,anihi,oE,,,,,,,,,,,PN,,,PN,a-ni-hi,𒀀 𒉌 𒄭,False,0,False
7582,a ni ni,anini,oAkk,,,,,,,,,,,PN,,,PN,a-ni-ni,𒀀 𒉌 𒉌,False,0,False
7583,a pa ku ri tuk iš,apakuritukis~,oE,,,,,,,,,,,PN,,,PN,a-pa-ku?-ri-tuk-iš,𒀀 𒉺 𒆪 𒊑 𒌇 𒅖,False,0,False
7584,a pi ir ša,apiirs~a,oE,,,,,,,,,,,PN,,,PN,a-pi-ir-ša?,𒀀 𒉿 𒅕 𒊭,False,0,False
7585,a pi ku ni ra,apikunira,oE,,,,,,,,,,,PN,,,PN,a-pi-ku-ni-ra,𒀀 𒉿 𒆪 𒉌 𒊏,False,0,False
7586,a pi ku pi lu a,apikupilua,oE,,,,,,,,,,,PN,,,PN,a-pi-ku-pi?-lu-a,𒀀 𒉿 𒆪 𒉿 𒇻 𒀀,False,0,False
7587,a pi ma ma,apimama,oE,,,,,,,,,,,PN,,,PN,a-pi-ma-ma?,𒀀 𒉿 𒈠 𒈠,False,0,False
7589,a sa6 sa6,asa6sa6,oAkk,,,,,,,,,,,PN,,,PN,a-sa6-sa6,𒀀 𒊷 𒊷,False,0,False
7590,a še ip la,as~eipla,oE,,,,,,,,,,,PN,,,PN,a-še-ip-la,𒀀 𒊺 𒅁 𒆷,False,0,False
7591,a si ir hu ni,asiirhuni,oE,,,,,,,,,,,PN,,,PN,a-si-ir-hu-ni,𒀀 𒋛 𒅕 𒄷 𒉌,False,0,False
7592,a ši ši,as~is~i,oE,,,,,,,,,,,PN,,,PN,a-ši-ši,𒀀 𒅆 𒅆,False,0,False
7593,a šu ku,as~uku,oE,,,,,,,,,,,PN,,,PN,a-šu-ku,𒀀 𒋗 𒆪,False,0,False
7594,a ta ' re du,ata'redu,nB,,,,,,,,,,,PN,Sg.,1st,PN,a-ta-'-re-du,𒀀 𒋫 𒀪 𒊑 𒁺,False,0,False
7595,a ta ar,ataar,oE,,,,,,,,,,,PN,,,PN,a-ta-ar,𒀀 𒋫 𒅈,False,0,False
7596,a ta šu,atas~u,oB,,,,,,,,,,,PN,,,PN,a-ta-šu,𒀀 𒋫 𒋗,False,0,False
7597,a ta d hi li,atahili,oE,,,,,,,,,,,PN,,,PN,a-ta.d.hi-li,𒀀 𒋫 𒀭 𒄭 𒇷,False,0,False
7599,a ta šu nu,atas~unu,oE,,,,,,,,,,,PN,,,PN,a-ta.šu-nu,𒀀 𒋫 𒋗 𒉡,False,0,False
7600,a te at ti,ateatti,oE,,,,,,,,,,,PN,,,PN,a-te-at-ti,𒀀 𒋼 𒀜 𒋾,False,0,False
7601,a te ki tin,atekitin,nE,,,,,,,,,,,PN,,,PN,a-te.ki-tin,𒀀 𒋼 𒆠 𒁷,False,0,False
7602,a tu,atu,oE,,,,,,,,,,,PN,,,PN,a-tu,𒀀 𒌅,False,0,False
7603,a tu ga nu um,atuganuum,oE,,,,,,,,,,,PN,,,PN,a-tu-ga-nu-um,𒀀 𒌅 𒂵 𒉡 𒌝,False,0,False
7604,a tu ti,atuti,oE,,,,,,,,,,,PN,,,PN,a-tu-ti,𒀀 𒌅 𒋾,False,0,False
7605,a tu tu,atutu,oE,,,,,,,,,,,PN,,,PN,a-tu-tu,𒀀 𒌅 𒌅,False,0,False
7609,a za a ni,azaani,oE,,,,,,,,,,,PN,,,PN,a-za-a-ni,𒀀 𒍝 𒀀 𒉌,False,0,False
7610,a za ba an,azabaan,oE,,,,,,,,,,,PN,,,PN,a-za-ba-an,𒀀 𒍝 𒁀 𒀭,False,0,False
7611,a za ni,azani,oE,,,,,,,,,,,PN,,,PN,a-za-ni,𒀀 𒍝 𒉌,False,0,False
7612,a za za,azaza,oE,,,,,,,,,,,PN,,,PN,a-za-za,𒀀 𒍝 𒍝,False,0,False
7613,a za za ma,azazama,oE,,,,,,,,,,,PN,,,PN,a-za-za-ma,𒀀 𒍝 𒍝 𒈠,False,0,False
7614,a zi zi,azizi,oE,,,,,,,,,,,PN,Sg.,1st,PN,a-zi-zi,𒀀 𒍣 𒍣,False,0,False
7615,a zu zu,azuzu,oE,,,,,,,,,,,PN,,,PN,a-zu-zu,𒀀 𒍪 𒍪,False,0,False
7616,ab ba,abba,oE,,,,,,,,,,,PN,,,PN,ab-ba,𒀊 𒁀,False,0,False
7617,ad da da,addada,oE,,,,,,,,,,,PN,,,PN,ad-da-da,𒀜 𒁕 𒁕,False,0,False
7618,ad da bi li ir,addabiliir,oE,,,,,,,,,,,PN,,,PN,ad-da.bi-li-ir,𒀜 𒁕 𒁉 𒇷 𒅕,False,0,False
7619,ad da bu ni,addabuni,oE,,,,,,,,,,,PN,,,PN,ad-da.bu-ni,𒀜 𒁕 𒁍 𒉌,False,0,False
7620,ad da ha mi ti d in su iš na ak,addahamitiinsuis~naak,nE,,,,,,,,,,,PN,,,PN,ad-da.ha-mi-ti.d.in-su-iš-na-ak,𒀜 𒁕 𒄩 𒈪 𒋾 𒀭 𒅔 𒋢 𒅖 𒈾 𒀝,False,0,False
7621,ad da hu šu,addahus~u,oE,,,,,,,,,,,PN,,,PN,ad-da.hu-šu,𒀜 𒁕 𒄷 𒋗,False,0,False
7622,ad da ku li ki,addakuliki,oE,,,,,,,,,,,PN,,,PN,ad-da.ku-li-ki,𒀜 𒁕 𒆪 𒇷 𒆠,False,0,False
7623,ad da ma nu,addamanu,oE,,,,,,,,,,,PN,,,PN,ad-da.ma-nu,𒀜 𒁕 𒈠 𒉡,False,0,False
7624,ad da na be ir,addanabeir,oE,,,,,,,,,,,PN,,,PN,ad-da.na-be-ir,𒀜 𒁕 𒈾 𒁁 𒅕,False,0,False
7625,ad da na pi ir,addanapiir,oE,,,,,,,,,,,PN,,,PN,ad-da.na-pi-ir,𒀜 𒁕 𒈾 𒉿 𒅕,False,0,False
7626,ad da na pir6,addanapir6,oE,,,,,,,,,,,PN,,,PN,ad-da.na-pir6,𒀜 𒁕 𒈾 𒉆,False,0,False
7627,ad da pì li ir,addapiliir,oE,,,,,,,,,,,PN,,,PN,ad-da.pì-li-ir,𒀜 𒁕 𒁁 𒇷 𒅕,False,0,False
7628,ad da ša ra,addas~ara,oE,,,,,,,,,,,PN,,,PN,ad-da.ša-ra,𒀜 𒁕 𒊭 𒊏,False,0,False
7629,ag ga ga,aggaga,oE,,,,,,,,,,,PN,,,PN,ag-ga-ga,𒀝 𒂵 𒂵,False,0,False
7630,ag gi qa ak qa,aggiqaakqa,achE,,,,,,,,,,,PN,,,PN,ag-gi-qa-ak-qa,𒀝 𒄀 𒋡 𒀝 𒋡,False,0,False
7632,ak im,akim,mE,,,,,,,,,,,PN,,,PN,ak-im,𒀝 𒅎,False,0,False
7633,ak ka ma ne ni,akkamaneni,oE,,,,,,,,,,,PN,,,PN,ak-ka-ma-ne-ni,𒀝 𒅗 𒈠 𒉈 𒉌,False,0,False
7636,ak qa,akqa,"mE, nE, achE",,,,,,,,,,,PN,,,PN,ak-qa,𒀝 𒋡,False,0,False
7637,ak qa da e ra,akqadaera,nE,,,,,,,,,,,PN,,,PN,ak-qa-da-e-ra,𒀝 𒋡 𒁕 𒂊 𒊏,False,0,False
7638,ak ri iš,akriis~,achE,,,,,,,,,,,PN,,,PN,ak-ri-iš,𒀝 𒊑 𒅖,False,0,False
7639,ak še i r GAM in šu uš,aks~eirins~uus~,mE,,,,,,,,,,,PN,,,PN,ak-še-i[r].GAM.in-šu-uš,𒀝 𒊺 𒅕 𒃵 𒅔 𒋗 𒍑,False,0,False
7640,ak sir,aksir,mE,,,,,,,,,,,PN,Sg.,1st,PN,ak-sir,𒀝 𒋤,False,0,False
7641,ak sir KI MIN,aksirkimin,mE,,,,,,,,,,,PN,,,PN,ak-sir.KI.MIN,𒀝 𒋤 𒆠 𒈫,False,0,False
7642,al a al,alaal,oE,,,,,,,,,,,PN,,,PN,al-a-al,𒀠 𒀀 𒀠,False,0,False
7643,al li gán,alligan,oE,,,,,,,,,,,PN,,,PN,al-li-gán,𒀠 𒇷 𒃷,False,0,False
7644,al lu lu,allulu,oE,,,,,,,,,,,PN,,,PN,al-lu-lu,𒀠 𒇻 𒇻,False,0,False
7645,am ba ba,ambaba,nA,,,,,,,,,,,PN,,,PN,am-ba-ba,𒄠 𒁀 𒁀,False,0,False
7646,am bi li,ambili,oE,,,,,,,,,,,PN,,,PN,am-bi-li,𒄠 𒁉 𒇷,False,0,False
7647,am ma ha al ki,ammahaalki,oE,,,,,,,,,,,PN,,,PN,am-ma.ha-al-ki,𒄠 𒈠 𒄩 𒀠 𒆠,False,0,False
7648,am ma ha aš du uk,ammahaas~duuk,oE,,,,,,,,,,,PN,,,PN,am-ma.ha-aš-du-uk,𒄠 𒈠 𒄩 𒀸 𒁺 𒊌,False,0,False
7649,am ma ha at na ak,ammahaatnaak,oE,,,,,,,,,,,PN,,,PN,am-ma.ha-at-na-ak,𒄠 𒈠 𒄩 𒀜 𒈾 𒀝,False,0,False
7650,am ma ha te it,ammahateit,oE,,,,,,,,,,,PN,,,PN,am-ma.ha-te-it,𒄠 𒈠 𒄩 𒋼 𒀉,False,0,False
7651,am ma ku te ir ra,ammakuteirra,oE,,,,,,,,,,,PN,,,PN,am-ma.ku-te-ir-ra,𒄠 𒈠 𒆪 𒋼 𒅕 𒊏,False,0,False
7652,am ma li da ar,ammalidaar,oE,,,,,,,,,,,PN,,,PN,am-ma.li-da-ar,𒄠 𒈠 𒇷 𒁕 𒅈,False,0,False
7654,am pi iš qa,ampiis~qa,achE,,,,,,,,,,,PN,,,PN,am-pi-iš-qa,𒄠 𒉿 𒅖 𒋡,False,0,False
7655,am qa bar na,amqabarna,nE,,,,,,,,,,,PN,,,PN,am-qa-bar-na,𒄠 𒋡 𒁇 𒈾,False,0,False
7656,an gar,angar,oE,,,,,,,,,,,PN,Sg.,1st,PN,an-gar,𒀭 𒃻,False,0,False
7657,an hi im,anhiim,oE,,,,,,,,,,,PN,,,PN,an-hi-im,𒀭 𒄭 𒅎,False,0,False
7658,an kán,ankan,oE,,,,,,,,,,,PN,,,PN,an-kán,𒀭 𒃷,False,0,False
7659,an na hi li,annahili,oE,,,,,,,,,,,PN,,,PN,an-na.hi-li,𒀭 𒈾 𒄭 𒇷,False,0,False
7660,an su su,ansusu,sum,,,,,,,,,,,PN,,,PN,an-su-su,𒀭 𒋢 𒋢,False,0,False
7661,an zu zu,anzuzu,oE,,,,,,,,,,,PN,,,PN,an?-zu-zu,𒀭 𒍪 𒍪,False,0,False
7662,ap gi te ip,apgiteip,oE,,,,,,,,,,,PN,,,PN,ap-gi-te-ip,𒀊 𒄀 𒋼 𒅁,False,0,False
7663,ap li gu uš,apliguus~,oE,,,,,,,,,,,PN,,,PN,ap-li-gu-uš,𒀊 𒇷 𒄖 𒍑,False,0,False
7664,ap me ša aš,apmes~aas~,oE,,,,,,,,,,,PN,,,PN,ap-me-ša-aš,𒀊 𒈨 𒊭 𒀸,False,0,False
7665,ap pa a a,appaaa,oE,,,,,,,,,,,PN,,,PN,ap-pa-a-a,𒀊 𒉺 𒀀 𒀀,False,0,False
7666,ap pi i pi,appiipi,oE,,,,,,,,,,,PN,,,PN,ap-pi-i-pi,𒀊 𒉿 𒄿 𒉿,False,0,False
7667,ap pi pi,appipi,oE,,,,,,,,,,,PN,,,PN,ap-pi-pi,𒀊 𒉿 𒉿,False,0,False
7668,ap pu tuh,apputuh,oE,,,,,,,,,,,PN,,,PN,ap-pu.tuh,𒀊 𒁍 𒃮,False,0,False
7669,ap si tak,apsitak,oE,,,,,,,,,,,PN,,,PN,ap-si-tak,𒀊 𒋛 𒋳,False,0,False
7670,ap ta ak ru,aptaakru,oE,,,,,,,,,,,PN,,,PN,ap-ta-ak-ru,𒀊 𒋫 𒀝 𒊒,False,0,False
7671,ap ta ha aš tu uk,aptahaas~tuuk,oE,,,,,,,,,,,PN,,,PN,ap-ta-ha-aš-tu-uk,𒀊 𒋫 𒄩 𒀸 𒌅 𒊌,False,0,False
7672,ap ta ku si ir,aptakusiir,oE,,,,,,,,,,,PN,,,PN,ap-ta.ku-si-ir,𒀊 𒋫 𒆪 𒋛 𒅕,False,0,False
7673,ap zi zi,apzizi,"oE, achE",,,,,,,,,,,PN,,,PN,ap-zi-zi,𒀊 𒍣 𒍣,False,0,False
7674,ap ki e,apkie,oE,,,,,,,,,,,PN,,,PN,ap?-ki-e,𒀊 𒆠 𒂊,False,0,False
7675,ar ra ak,arraak,"oE, nE",,,,,,,,,,,PN,,,PN,ar-ra-ak,𒅈 𒊏 𒀝,False,0,False
7676,ARAD ku ra ra,aradkurara,oE,,,,,,,,,,,PN,,,PN,ARAD?.ku-ra-ra,𒀴 𒆪 𒊏 𒊏,False,0,False
7677,ARAD d bu ul ma,aradbuulma,oE,,,,,,,,,,,PN,,,PN,ARAD.d.bu-ul-ma,𒀴 𒀭 𒁍 𒌌 𒈠,False,0,False
7678,ARAD d ku du ur ma bu uk,aradkuduurmabuuk,oE,,,,,,,,,,,PN,,,PN,ARAD.d.ku-du-ur.ma-bu-uk,𒀴 𒀭 𒆪 𒁺 𒌨 𒈠 𒁍 𒊌,False,0,False
7679,ARAD d ku zi iz,aradkuziiz,oE,,,,,,,,,,,PN,,,PN,ARAD.d.ku-zi-iz,𒀴 𒀭 𒆪 𒍣 𒄑,False,0,False
7680,ARAD d nar gi,aradnargi,oE,,,,,,,,,,,PN,,,PN,ARAD.d.nar-gi,𒀴 𒀭 𒈜 𒄀,False,0,False
7681,ARAD d si mu ut,aradsimuut,oE,,,,,,,,,,,PN,,,PN,ARAD.d.si-mu-ut,𒀴 𒀭 𒋛 𒈬 𒌓,False,0,False
7682,ARAD d tu zi,aradtuzi,oE,,,,,,,,,,,PN,,,PN,ARAD.d.tu-zi,𒀴 𒀭 𒌅 𒍣,False,0,False
7684,ARAD su ga li,aradsugali,oE,,,,,,,,,,,PN,,,PN,ARAD.su-ga-li,𒀴 𒋢 𒂵 𒇷,False,0,False
7687,aš gu pi,as~gupi,oE,,,,,,,,,,,PN,,,PN,aš.gu-pi,𒀸 𒄖 𒉿,False,0,False
7688,aš me te e,as~metee,oE,,,,,,,,,,,PN,,,PN,aš.me-te-e,𒀸 𒈨 𒋼 𒂊,False,0,False
7689,at hi bu,athibu,oE,,,,,,,,,,,PN,,,PN,at-hi-bu,𒀜 𒄭 𒁍,False,0,False
7690,at ka lu lu,atkalulu,oE,,,,,,,,,,,PN,,,PN,at-ka-lu-lu,𒀜 𒅗 𒇻 𒇻,False,0,False
7691,at kal lu lu,atkallulu,oE,,,,,,,,,,,PN,,,PN,at-kal-lu-lu,𒀜 𒆗 𒇻 𒇻,False,0,False
7692,at ta a am,attaaam,oE,,,,,,,,,,,PN,,,PN,at-ta-a-am,𒀜 𒋫 𒀀 𒄠,False,0,False
7693,at ta a da,attaada,oE,,,,,,,,,,,PN,,,PN,at-ta-a-da,𒀜 𒋫 𒀀 𒁕,False,0,False
7695,at ta da,attada,oE,,,,,,,,,,,PN,,,PN,at-ta-da,𒀜 𒋫 𒁕,False,0,False
7696,at ta gi,attagi,oE,,,,,,,,,,,PN,,,PN,at-ta-gi,𒀜 𒋫 𒄀,False,0,False
7697,at ta ra ga mil,attaragamil,oE,,,,,,,,,,,PN,,,PN,at-ta-ra.ga-mil,𒀜 𒋫 𒊏 𒂵 𒅖,False,0,False
7698,at ta ri,attari,oE,,,,,,,,,,,PN,,,PN,at-ta-ri,𒀜 𒋫 𒊑,False,0,False
