,txtid,lnr,cth_number,word,translit,gloss,trans_de
76624,KBo 44.22,5′,330,šer,še-er,ADV,oben
76625,KBo 44.22,5′,330,arḫa,ar-ḫ[a,ADV,weg
76626,KBo 44.22,6′,330,ḫuittiezi,ḫ]u-it-ti-⸢ez⸣-zi,3SG.PRS,ziehen
76627,KBo 44.22,6′,330,nu,nu,CONNn,'nu
76628,KBo 44.22,6′,330,kiššan,ki-[iš-ša-an,DEMadv,in dieser Weise
76629,KBo 44.22,7′,330,ianniššan,i-ia-an-n]i-iš-⸢ša⸣-an,3SG.PST.IMPF,gehen
76630,KBo 44.22,9′,330,GÌRaštaš,GÌR]{⸢MEŠ}-aš-ta⸣-a[š,mmm,Fuß
76631,KBo 51.9,1′,330,NÍG.GIG,{UZU}NÍG.GIG,NOM.SG(UNM),Leber
76632,KBo 51.9,1′,330,ŠÀ,{UZ]U}ŠÀ,NOM.SG(UNM),Herz
76633,KBo 51.9,1′,330,kuranta, ku-⸢ra-an⸣-[ta,PTCP.NOM.PL.N,schneiden
76634,KBo 51.9,2′,330,IŠKUR,{D}IŠKUR,DN.ACC.SG(UNM),Wettergott
76635,KBo 51.9,2′,330,nerik,{URU}ne-r[i-ik,GN.GEN.SG(UNM),Nerik
76636,KBo 51.9,3′,330,zikkezi,zi-ik-ke-ez-z[i,3SG.PRS.IMPF,setzen
76637,KBo 51.9,4′,330,NÍG.GIG,{UZU}NÍG.GI[G,ACC.SG(UNM),Leber
76638,KBo 51.9,5′,330,ŠÀ,{UZU}ŠÀ,ACC.SG(UNM),Herz
76639,KBo 51.9,5′,330,memalia,me-ma-al-ia,ACC.SG.N,Grütze
76640,KBo 51.9,5′,330,tai,da-a]-⸢i⸣,3SG.PRS,nehmen
76641,KBo 51.9,6′,330,appiškezi,a]p-pí-iš-ke-ez-zi,3SG.PRS.IMPF,fassen
76642,KBo 51.9,7′,330,zikkezi,zi-ik-ke-ez-z[i,3SG.PRS.IMPF,setzen
76643,KBo 69.272,1′,330,waršamuš,[{GIŠ}wa-ar-ša-mu-u]š,ACC.PL.C,Feuerholz
76644,KBo 69.272,1′,330,karašzi,k[ar-aš-zi,3SG.PRS,abschneiden
76645,KBo 69.272,2′,330,naššan,[na-aš-ša-an,CONNn=PPRO.3SG.C.ACC=OBPs,'n=an=ššan
76646,KBo 69.272,2′,330,paḫḫunalliaz,{DUG}pa-aḫ-ḫ]u-na-al-l[i-az,ABL,Kohlenpfanne
76647,KBo 69.272,2′,330,I-NA É.ŠÀni,~I-NA~ É.ŠÀ-ni,…:D/L.SG,Innengemach
76648,KBo 69.272,2′,330,PA-NI DINGIR-LIM,~PA-NI~ DINGIR-~LIM~,…:D/L.SG_vor:POSP,Gott
76649,KBo 69.272,3′,330,petai,[pé-e-da-i,3SG.PRS,hinschaffen
76650,KUB 32.138,Vs.! II 2′,330,šer,š]e-⸢er⸣,ADV,oben
76651,KUB 32.138,Vs.! II 3′,330,šer,še-er,ADV,oben
76652,KUB 32.138,Vs.! II 4′,330,ammukkat,[am-mu-ug-g]a-at,mmm,ich
76653,KUB 32.138,Vs.! II 4′,330,kaša,ka-a-ša,INDCL,REF1
76654,KUB 32.138,Vs.! II 4′,330,keti,ke-e-ti,DEM1.D/L.SG.C(!),dieser
76655,KUB 32.138,Vs.! II 4′,330,UDti,U[D-ti,DN.FNL(t).D/L.SG,Tag (vergöttlicht)
76656,KUB 32.138,Vs.! II 4′,330,šer,še-er,PREV,oben-
76657,KUB 32.138,Vs.! II 5′,330,maḫḫan,ma-aḫ-⸢ḫa⸣-an,CNJ,wie
76658,KUB 32.138,Vs.! II 5′,330,warašman,{GIŠ}wa-ar-aš-ma-a[n,ACC.SG.C,Feuerholz
76659,KUB 32.138,Vs.! II 5′,330,karašmi,kar-aš-mi],1SG.PRS,abschneiden
76660,KUB 32.138,Vs.! II 6′,330,A-NA IŠKUR,~[A-NA~ {D}I]ŠKUR,…:D/L.SG,Wettergott
76661,KUB 32.138,Vs.! II 6′,330,kuliuišnaia,{URU}ku-li-ú-iš-na-ia,GN.GEN.SG(UNM),Kuliwišna
76662,KUB 32.138,Vs.! II 6′,330,karpin,ka[r-pí-in,ACC.SG.C,Zorn
76663,KUB 32.138,Vs.! II 6′,330,karšallu,kar-ša-al-lu],1SG.IMP.MP,abschneiden
76664,KUB 32.138,Vs.! II 7′,330,kartimiattan,[kar-di-m]i-ia-at-ta-an,ACC.SG.C,Zorn
76665,KUB 32.138,Vs.! II 7′,330,karšallu,kar-ša-al-⸢lu⸣,1SG.IMP.MP,abschneiden
76666,KUB 32.138,Vs.! II 7′,330,waštul,[wa-aš-du-ul,ACC.SG.N,Frevel
76667,KUB 32.138,Vs.! II 7′,330,karšallu,kar-ša-al-lu],1SG.IMP.MP,abschneiden
76668,KUB 32.138,Vs.! II 8′,330,šauar,[ša-a-wa-a]r,ACC.SG.N,toben
76669,KUB 32.138,Vs.! II 8′,330,karšallu,kar-ša-al-lu,1SG.IMP.MP,abschneiden
76670,KUB 32.138,Vs.! II 8′,330,kartimiattaš,kar-di-mi-a[t-ta-aš,GEN.SG,Zorn
76671,KUB 32.138,Vs.! II 8′,330,IGIua,IGI{ḪI.A}-wa],FNL(u).ACC.PL.N,Auge
76672,KUB 32.138,Vs.! II 9′,330,karpiuala,[kar-pí-wa-a-l]a,ACC.PL.N,wütend
76673,KUB 32.138,Vs.! II 9′,330,ḫanta,ḫa-an-⸢ta⸣,ADV,demnach
76674,KUB 32.138,Vs.! II 9′,330,karšallu,kar-ša-al-lu,1SG.IMP.MP,abschneiden
76675,KUB 32.138,Vs.! II 9′,330,waršamuš,{GI[Š}wa-ar-ša-mu-uš],ACC.PL.C,Feuerholz
76676,KUB 32.138,Vs.! II 10′,330,maḫḫan,[ma-aḫ-ḫa-an],CNJ,wie
76677,KUB 32.138,Vs.! II 10′,330,karaštaru,⸢kar⸣-aš-ta-ru,3SG.IMP.MP,abschneiden
76678,KUB 32.138,Vs.! II 11′,330,waršamušša,[{GIŠ}wa-ar-ša-mu-uš-š]a,ACC.PL.C,Feuerholz
76679,KUB 32.138,Vs.! II 11′,330,kištanuzi,ki-iš-ta-nu-zi,3SG.PRS,löschen
76680,KUB 32.138,Vs.! II 11′,330,natkan,na-at-⸢kán⸣,CONNn=PPRO.3SG.N.ACC=OBPk,'n=at=kan
76681,KUB 32.138,Vs.! II 11′,330,para,p[a-ra-a,ADV,außerdem
76682,KUB 32.138,Vs.! II 11′,330,parni,pár-ni,D/L.SG,Haus
76683,KUB 32.138,Vs.! II 11′,330,petai,pé-e-da-i],3SG.PRS,hinschaffen
76684,KUB 32.138,Vs.! II 12′,330,naššan,[na-aš-ša-an,CONNn=PPRO.3SG.C.NOM=OBPs,'n=aš=ššan
76685,KUB 32.138,Vs.! II 12′,330,ḫašši,ḫa-aš-š]i-⸢i⸣,D/L.SG,Herd
76686,KUB 32.138,Vs.! II 12′,330,išḫuai,iš-ḫu-⸢wa⸣-a-i,3SG.PRS,schütten
76687,KUB 32.138,Vs.! II 12′,330,naš,na-aš,CONNn=PPRO.3SG.C.NOM,'n=aš
76688,KUB 32.138,Vs.! II 12′,330,arḫa,⸢ar⸣-[ḫa,PREV,weg-
76689,KUB 32.138,Vs.! II 12′,330,warnuzi,wa-ar-nu-zi],3SG.PRS,verbrennen
76690,KUB 32.138,Vs.! II 13′,330,waršamuš,[{GIŠ}wa-ar-ša-m]u-⸢uš⸣,ACC.PL.C,Feuerholz
76691,KUB 32.138,Vs.! II 14′,330,paḫḫunalliaz,{DUG}pa-aḫ-ḫu-n]a-⸢al⸣-[li-az,ABL,Kohlenpfanne
76692,KUB 32.138,Vs.! II 15′,330,ḫaššunkaizi,ḫa-aš-šu-u]n-g[a-ez-zi,3SG.PRS,kneten(?)
76693,KUB 32.138,Rs.! III 1′,330,maḫḫan,ma-aḫ]-⸢ḫa-an⸣,CNJ,wie
76694,KUB 32.138,Rs.! III 1′,330,kuš,ku-u-uš,DEM1.NOM.PL.C,dieser
76695,KUB 32.138,Rs.! III 1′,330,waršamuš,{GIŠ}⸢wa⸣-a[r-ša-mu-uš],ACC.PL.C,Feuerholz
76696,KUB 32.138,Rs.! III 2′,330,kištanunun,[ki-iš-ta-nu-nu-un,1SG.PST,löschen
76697,KUB 32.138,Rs.! III 2′,330,ŠA IŠKUR,~ŠA]~ ⸢{D}IŠKUR⸣,…:GEN.SG,Wettergott
76698,KUB 32.138,Rs.! III 2′,330,kuliuišna,{URU}ku-li-ú-iš-na,GN.GEN.SG(UNM),Kuliwišna
76699,KUB 32.138,Rs.! III 2′,330,karpiš,ka[r-pí-iš,NOM.SG.C,Zorn
76700,KUB 32.138,Rs.! III 3′,330,italu,i-da-a-lu,NOM.PL.N,böse
76701,KUB 32.138,Rs.! III 4′,330,QA-TAM-MA,~⸢QA⸣-TAM-MA~,ADV,ebenso
76702,KUB 32.138,Rs.! III 4′,330,kištaru,ki-iš-ta-ru,3SG.IMP.MP,erlöschen
76703,KUB 32.138,Rs.! III 4′,330,naškan,⸢na-aš-kán⸣,CONNn=PPRO.3SG.C.NOM=OBPk,'n=aš=kan
76704,KUB 32.138,Rs.! III 4′,330,para,[pa-ra-a,ADV,außerdem
76705,KUB 32.138,Rs.! III 5′,330,parni,pár-ni],D/L.SG,Haus
76706,KUB 32.138,Rs.! III 5′,330,petai,⸢pé⸣-e-da-i,3SG.PRS,hinschaffen
76707,KUB 32.138,Rs.! III 5′,330,naššan,na-aš-ša-an,CONNn=PPRO.3SG.C.NOM=OBPs,'n=aš=ššan
76708,KUB 32.138,Rs.! III 5′,330,ḫašši,ḫa-[aš-ši-i],D/L.SG,Herd
76709,KUB 32.138,Rs.! III 6′,330,išḫuai,[iš-ḫu-wa]-⸢a-i⸣,3SG.PRS,schütten
76710,KUB 32.138,Rs.! III 6′,330,naš,na-aš,CONNn=PPRO.3SG.C.NOM,'n=aš
76711,KUB 32.138,Rs.! III 6′,330,arḫa,ar-ḫa,PREV,weg-
76712,KUB 32.138,Rs.! III 6′,330,warnuzi,wa-ar-nu-[zi],3SG.PRS,verbrennen
76713,KUB 32.138,Rs.! III 7′,330,PA-NI DINGIR-LIM,~PA-NI~ DINGIR-~LIM~,…:D/L.SG_vor:POSP,Gott
76714,KUB 32.138,Rs.! III 7′,330,É.ŠÀan,É.ŠÀ-an,ACC.SG,Innengemach
76715,KUB 32.138,Rs.! III 7′,330,šanḫanzi,ša-a[n-ḫa-an-zi],3PL.PRS,suchen/reinigen
76716,KUB 32.138,Rs.! III 8′,330,ŠA IŠKUR,~[ŠA~] ⸢{D}IŠKUR⸣,…:GEN.SG,Wettergott
76717,KUB 32.138,Rs.! III 8′,330,kuliuišna,{URU}ku-li-ú-iš-na,GN.GEN.SG(UNM),Kuliwišna
76718,KUB 32.138,Rs.! III 8′,330,KASKAL,KASKAL{M[EŠ},D/L.PL(UNM),Weg
76719,KUB 32.138,Rs.! III 9′,330,ḫantezi,[ḫa-an-te-e]z-zi,D/L.SG,vorderster
76720,KUB 32.138,Rs.! III 9′,330,palši,pal-ši,D/L.SG,Weg
76721,KUB 32.138,Rs.! III 9′,330,ZÌ.DA,ZÌ.DA,GEN.SG(UNM),Mehl
76722,KUB 32.138,Rs.! III 10′,330,peran,pé-ra-an,ADV,vor
76723,KUB 32.138,Rs.! III 10′,330,katta,kat-ta,ADV,unten
76724,KUB 32.138,Rs.! III 10′,330,išḫuai,i[š-ḫu-wa-a-i,3SG.PRS,schütten
76725,KUB 32.138,Rs.! III 11′,330,nu,n]u,CONNn,'nu
76726,KUB 32.138,Rs.! III 11′,330,A-NA DINGIR-LIM,~A-NA~ DINGIR-~L[IM~,…:D/L.SG,Gott
76727,KUB 41.10(+), Vs. I 1′,330,BE-EL,⸢{LÚ}~BE⸣-E[L~,{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)},Herr
76728,KUB 41.10(+), Vs. I 1′,330,É-TIM,É-~TIM~,GEN.SG(UNM),Haus
76729,KUB 41.10(+), Vs. I 2′,330,nanšan,na-an-⸢ša-an⸣,CONNn=PPRO.3SG.C.ACC=OBPs,'n=an=ššan
76730,KUB 41.10(+), Vs. I 3′,330,I-NA É,~I-NA~ É,…:D/L.SG,Haus
76731,KUB 41.10(+), Vs. I 3′,330,ARA₅,{N[A₄}ARA₅,GEN.SG(UNM),Mühlstein
76732,KUB 41.10(+), Vs. I 4′,330,našta,na-aš-ta,CONNn=OBPst,'n=ašta
76733,KUB 41.10(+), Vs. I 4′,330,UDU.NÍTA,UDU.NÍTA,ACC.SG(UNM),Schafbock
76734,KUB 41.10(+), Vs. I 4′,330,anta,[an-da,PREV,hinein-
76735,KUB 41.10(+), Vs. I 4′,330,unnanzi,u-un-na-an-zi,3PL.PRS,herschicken
76736,KUB 41.10(+), Vs. I 4′,330,naškan,na-aš-kán,CONNn=PPRO.3SG.C.NOM=OBPk,'n=aš=kan
76737,KUB 41.10(+), Vs. I 4′,330,EN,{LÚ}EN,NOM.SG(UNM),Herr
76738,KUB 41.10(+), Vs. I 4′,330,É-TIM,É-~TIM]~,GEN.SG(UNM),Haus
76739,KUB 41.10(+), Vs. I 5′,330,A-NA IŠKUR,~A-NA~ {D}IŠKUR,…:D/L.SG,Wettergott
76740,KUB 41.10(+), Vs. I 5′,330,kuliuišna,{URU}ku-l[i-ú-iš-na,GN.D/L.SG(UNM),Kuliwišna
76741,KUB 41.10(+), Vs. I 5′,330,É.ŠÀni,É.ŠÀ-ni,FNL(n).D/L.SG,Innengemach
76742,KUB 41.10(+), Vs. I 5′,330,anta,an-da,PREV,hinein-
76743,KUB 41.10(+), Vs. I 5′,330,šipanti,ši-pa-an-ti],3SG.PRS,libieren
76744,KUB 41.10(+), Vs. I 6′,330,nu,nu,CONNn,'nu
76745,KUB 41.10(+), Vs. I 6′,330,NÍG.GIG,{UZU}NÍG.GIG,ACC.SG(UNM),Leber
76746,KUB 41.10(+), Vs. I 6′,330,ŠÀ,{UZU}Š[À,ACC.SG(UNM),Herz
76747,KUB 41.10(+), Vs. I 6′,330,ḫappinit,ḫa-ap-pí-ni-it,INS,offene Flamme
76748,KUB 41.10(+), Vs. I 6′,330,zanuanzi,za-nu-an-zi,3PL.PRS,kochen
76749,KUB 41.10(+), Vs. I 6′,330,NINDA.DÙ.DÙ,{LÚ.MEŠ}NINDA.DÙ.DÙ],NOM.PL(UNM),Bäcker
76750,KUB 41.10(+), Vs. I 7′,330,1,1,QUANcar,ein
76751,KUB 41.10(+), Vs. I 7′,330,NINDA.GUR₄.RA,NINDA.GUR₄.RA,ACC.SG(UNM),Brotlaib
76752,KUB 41.10(+), Vs. I 7′,330,KU₇,KU₇,ACC.SG(UNM),süß
76753,KUB 41.10(+), Vs. I 7′,330,anta,an-da,PREV,hinein-
76754,KUB 41.10(+), Vs. I 7′,330,taminkantan,[ta-mi-in-kán-ta-an,PTCP.ACC.SG.C,anheften
76755,KUB 41.10(+), Vs. I 8′,330,BE-EL,{LÚ}~BE-EL~,NOM.SG(UNM),Herr
76756,KUB 41.10(+), Vs. I 8′,330,É-TIM,É-~⸢TIM~⸣,GEN.SG(UNM),Haus
76757,KUB 41.10(+), Vs. I 8′,330,A-NA IŠKUR,~[A-NA~ {D}IŠKUR,…:D/L.SG,Wettergott
76758,KUB 41.10(+), Vs. I 8′,330,kuliuišna,{URU}ku-li-ú-iš-na,GN.GEN.SG(UNM),Kuliwišna
76759,KUB 41.10(+), Vs. I 8′,330,IŠTARli,{D}~IŠTAR~-li],DN.HITT.FNL(li).D/L.SG,Ištar
76760,KUB 41.10(+), Vs. I 9′,330,KALia,{D}KAL-ia,DN.D/L.SG(UNM),Hirschgott
76761,KUB 41.10(+), Vs. I 9′,330,paršia,pár-ši-ia,3SG.PRS.MP,zerbrechen
76762,KUB 41.10(+), Vs. I 9′,330,nuššan,nu-u[š-ša-an,CONNn=OBPs,'nu=ššan
76763,KUB 41.10(+), Vs. I 9′,330,šer,še-er,ADV,oben
76764,KUB 41.10(+), Vs. I 9′,330,ŠÀ,{UZU}ŠÀ,ACC.SG(UNM),Herz
76765,KUB 41.10(+), Vs. I 9′,330,ŠAL-MU-TIM,~ŠAL-MU-TIM]~,ACC.SG(UNM),unversehrt
76766,KUB 41.10(+), Vs. I 10′,330,tai,da-a-i,3SG.PRS,setzen
76767,KUB 41.10(+), Vs. I 10′,330,natšan,na-at-ša-an,CONNn=PPRO.3PL.N.ACC=OBPs,'n=at=ššan
76768,KUB 41.10(+), Vs. I 10′,330,EGIRpa,EGI[R-pa,ADV,wieder
76769,KUB 41.10(+), Vs. I 10′,330,ḫaršiallia,{DUG}ḫar-ši-al-li-ia],D/L.SG,Vorratsgefäß
76770,KUB 41.10(+), Vs. I 11′,330,A-NA IŠKUR,~A-NA~ {D}IŠKUR,…:D/L.SG,Wettergott
76771,KUB 41.10(+), Vs. I 11′,330,kuliuišna,{URU}ku-li-ú-i[š-na,GN.GEN.SG(UNM),Kuliwišna
76772,KUB 41.10(+), Vs. I 11′,330,NINDA.ÉRINiššan,NINDA.ÉRIN{MEŠ}-iš-ša-an,ACC.PL.C,Soldatenbrot
76773,KUB 41.10(+), Vs. I 11′,330,šer,še-er,PREV,oben-
76774,KUB 41.10(+), Vs. I 11′,330,tai,da-a-i],3SG.PRS,setzen
76775,KUB 41.10(+), Vs. I 12′,330,nu,nu,CONNn,'nu
76776,KUB 41.10(+), Vs. I 12′,330,EGIRanta,EGIR-an-da,ADV,danach
76777,KUB 41.10(+), Vs. I 12′,330,išpantuziaš,iš-pa-an-du-z[i-ia-aš,GEN.SG,Libation
76778,KUB 41.10(+), Vs. I 12′,330,GEŠTIN,GEŠTIN,INS(UNM),Wein
76779,KUB 41.10(+), Vs. I 12′,330,IŠKUR,{D}IŠKUR,DN.ACC.SG(UNM),Wettergott
76780,KUB 41.10(+), Vs. I 12′,330,kuliuišna,{URU}ku-li-ú-iš-na],GN.GEN.SG(UNM),Kuliwišna
76781,KUB 41.10(+), Vs. I 13′,330,IŠTARin,{D⸣}~IŠTAR~-in,DN.HITT.FNL(i).ACC.SG,Ištar
76782,KUB 41.10(+), Vs. I 13′,330,KALia,{D}KAL-ia,DN.ACC.SG(UNM),Hirschgott
76783,KUB 41.10(+), Vs. I 13′,330,šipanti,ši-pa-a[n-ti,3SG.PRS,libieren
76784,KUB 41.10(+), Vs. I 13′,330,nu,nu,CONNn,'nu
76785,KUB 41.10(+), Vs. I 13′,330,BE-EL-TÌ,{MUNUS}~BE-EL-TÌ~,NOM.SG(UNM),Herrin
76786,KUB 41.10(+), Vs. I 13′,330,É-TIM,É-~TIM]~,GEN.SG(UNM),Haus
76787,KUB 41.10(+), Vs. I 14′,330,I-NA É,~⸢I-NA⸣~ É,…:D/L.SG,Haus
76788,KUB 41.10(+), Vs. I 14′,330,ARA₅,{NA₄}ARA₅,GEN.SG(UNM),Mühlstein
76789,KUB 41.10(+), Vs. I 14′,330,paizi,pa-iz-zi,3SG.PRS,gehen
76790,KUB 41.10(+), Vs. I 15′,330,nuza,nu-za,CONNn=REFL,'nu=z
76791,KUB 41.10(+), Vs. I 15′,330,BE-EL-TI₄,{MUNUS}~BE-EL-TI₄~,NOM.SG(UNM),Herrin
76792,KUB 41.10(+), Vs. I 15′,330,É-TIM,É-~TIM~,GEN.SG(UNM),Haus
76793,KUB 41.10(+), Vs. I 15′,330,kenuaš,ge-nu-w[a-aš,GEN.PL,Knie
76794,KUB 41.10(+), Vs. I 15′,330,GADA,GADA,ACC.SG(UNM),(Lein)tuch
76795,KUB 41.10(+), Vs. I 15′,330,tai,da-a-i],3SG.PRS,nehmen
76796,KUB 41.10(+), Vs. I 16′,330,mân,[m]a-⸢a⸣-an,CNJ,wenn
76797,KUB 41.10(+), Vs. I 16′,330,TÚG,TÚG,ACC.SG(UNM),Buchsbaum
76798,KUB 41.10(+), Vs. I 16′,330,mân,ma-a-an,CNJ,wenn
76799,KUB 41.10(+), Vs. I 16′,330,iškalleššar,{TÚG}iš-kal-le-e[š-šar,ACC.SG.N,(Kleidungsstück)
76800,KUB 41.10(+), Vs. I 17′,330,našta,[n]a-aš-ta,CONNn=OBPst,'n=ašta
76801,KUB 41.10(+), Vs. I 17′,330,MUNUS˽ARA₅,MUNUS˽{NA₄}ARA₅,NOM.SG(UNM),Müllerin
76802,KUB 41.10(+), Vs. I 17′,330,PA-NI DINGIR,~PA-NI~ DINGIR{MEŠ},…:D/L.PL_vor:POSP,Gottheit
76803,KUB 41.10(+), Vs. I 17′,330,kiššan,[ki-iš-ša-an,DEMadv,in dieser Weise
76804,KUB 41.10(+), Vs. I 17′,330,memai,me-ma-i],3SG.PRS,sprechen
76805,KUB 41.10(+), Vs. I 18′,330,maḫḫanua,[ma-aḫ-ḫa]-an-wa,CNJ += wa,wie
76806,KUB 41.10(+), Vs. I 18′,330,ketani,ke-e-da-ni,DEM1.D/L.SG,dieser
76807,KUB 41.10(+), Vs. I 18′,330,ḫaršialliaš,{DUG}ḫar-ši-i[a-al-li-ia-aš,GEN.SG,Vorratsgefäß
76808,KUB 41.10(+), Vs. I 18′,330,ZÍZni,ZÍZ-ni,FNL(n).D/L.SG,Emmer
76809,KUB 41.10(+), Vs. I 19′,330,nua,nu-wa,CONNn=QUOT,'nu=wa
76810,KUB 41.10(+), Vs. I 19′,330,IŠKUR,{D}IŠKUR,DN.HURR.ABS,Wettergott
76811,KUB 41.10(+), Vs. I 19′,330,kuliuišna,{URU⸢}ku⸣-l[i-ú-iš-na,GN.GEN.SG(UNM),Kuliwišna
76812,KUB 41.10(+), Vs. I 19′,330,A-NA EN,~A-NA~ {LÚ}EN,…:D/L.SG,Herr
76813,KUB 41.10(+), Vs. I 19′,330,É-TIM,É-~TIM~,GEN.SG(UNM),Haus
76814,KUB 41.10(+), Vs. I 19′,330,BE-EL-TÌ,{MUNUS}~BE-EL-TÌ~,D/L.SG(UNM),Herrin
76815,KUB 41.10(+), Vs. I 19′,330,É-TIM,É-~TIM]~,GEN.SG(UNM),Haus
76816,KUB 41.10(+), Vs. I 20′,330,DUMU.NITA,⸢DUMU.NITA{MEŠ}⸣,D/L.PL(UNM),Sohn
76817,KUB 41.10(+), Vs. I 20′,330,DUMU.MUNUS,DU[MU.MUNUS{MEŠ},D/L.PL(UNM),Tochter
76818,KUB 41.10(+), Rs. 1′,330,naš,[na-aš,CONNn=PPRO.3PL.C.ACC,'n=aš
76819,KUB 41.10(+), Rs. 1′,330,A-NA EN,~A-N]A~ ⸢{LÚ}EN,…:D/L.SG,Herr
76820,KUB 41.10(+), Rs. 1′,330,É-TIM,É-~TIM~⸣,NOM.PL(UNM),Haus
76821,KUB 41.10(+), Rs. 1′,330,para,[pa-ra-a,PREV,aus-
76822,KUB 41.10(+), Rs. 1′,330,appiškanzi,ap-pí-iš-kán-zi,3PL.PRS.IMPF,fassen
76823,KUB 41.10(+), Rs. 1′,330,naškan,na-aš-kán,CONNn=PPRO.3PL.C.ACC=OBPk,'n=aš=kan
76824,KUB 41.10(+), Rs. 1′,330,šipanzakezi,ši-pa-an-za-ke-ez-zi,3SG.PRS.IMPF,libieren
76825,KUB 41.10(+), Rs. 2′,330,nu,[nu],CONNn,'nu
76826,KUB 41.10(+), Rs. 2′,330,apušša,⸢a-pu⸣-u-uš-ša,DEM2/3.NOM.PL.C,er
76827,KUB 41.10(+), Rs. 2′,330,ištanani,iš-ta-na-[ni,D/L.SG,Altar
76828,KUB 41.10(+), Rs. 2′,330,ḫukanzi,ḫu-kán-zi,3PL.PRS,schlachten/beschwören
76829,KUB 41.10(+), Rs. 2′,330,kuitman,ku-it-ma-an,CNJ,während
76830,KUB 41.10(+), Rs. 2′,330,ḫukiškanzi,ḫu-u-ki-iš-kán-zi,3PL.PRS.IMPF,schlachten/beschwören
76831,KUB 41.10(+), Rs. 3′,330,NINDA.DÙ.DÙma,[{L]Ú.MEŠ}NINDA.DÙ.DÙ-ma,NOM.PL(UNM),Bäcker
76832,KUB 41.10(+), Rs. 3′,330,ŠA DINGIR-LIM,~ŠA~ DINGIR-~LIM~,…:GEN.SG,Gott
76833,KUB 41.10(+), Rs. 3′,330,É.ŠÀni,⸢É⸣.Š[À-ni,FNL(n).D/L.SG,Innengemach
76834,KUB 41.10(+), Rs. 3′,330,anta,an-da,POSP,in
76835,KUB 41.10(+), Rs. 3′,330,ḫaršin,{NINDA}ḫar-ši-in,ACC.SG.C,Dickbrot
76836,KUB 41.10(+), Rs. 3′,330,zanuškanzi,za-nu-uš-kán-zi,3PL.PRS.IMPF,kochen
76837,KUB 41.10(+), Rs. 4′,330,ḫantezinma,ḫa-an-te-ez-zi-in-ma,ACC.SG.C,vorderster
76838,KUB 41.10(+), Rs. 4′,330,ḫaršin,{NINDA}ḫar-š[i-in,ACC.SG.C,Dickbrot
76839,KUB 41.10(+), Rs. 4′,330,UDUNia,UDUN-ia,D/L.SG,Ofen
76840,KUB 41.10(+), Rs. 4′,330,zanumanzi,za-nu-ma-an-zi,INF,kochen
76841,KUB 41.10(+), Rs. 4′,330,pittanzi,píd-da-a-an-zi,3PL.PRS,bringen
76842,KUB 41.10(+), Rs. 5′,330,maḫḫanma,ma-aḫ-ḫa-an-ma,CNJ += ma,wie
76843,KUB 41.10(+), Rs. 5′,330,ḫukeššar,ḫu-ke-eš-šar,ACC.SG.N,Schlachten/Beschwören
76844,KUB 41.10(+), Rs. 5′,330,nu,nu,CONNn,'nu
76845,KUB 41.10(+), Rs. 5′,330,EN,{LÚ}EN,NOM.SG(UNM),Herr
76846,KUB 41.10(+), Rs. 5′,330,É-TIM,É-~TIM~,GEN.SG(UNM),Haus
76847,KUB 41.10(+), Rs. 5′,330,išḫani,iš-ḫa-ni-i,D/L.SG,Blut
76848,KUB 41.10(+), Rs. 6′,330,EGIRanta,[E]GIR-an-da,ADV,danach
76849,KUB 41.10(+), Rs. 6′,330,PA-NI ZAG.GAR.RA,~PA-NI~ ZAG.GAR.RA,…:D/L.SG_vor:POSP,Opfertisch
76850,KUB 41.10(+), Rs. 6′,330,IŠKUR,{D}IŠKUR,DN.ACC.SG(UNM),Wettergott
76851,KUB 41.10(+), Rs. 6′,330,kuliuišna,{URU}ku-l[i-ú-iš-na,GN.GEN.SG(UNM),Kuliwišna
76852,KUB 41.10(+), Rs. 6′,330,išpantuaz,{DUG}iš-pa-an-du-az,ABL,Libationsgefäß
76853,KUB 41.10(+), Rs. 7′,330,3-ŠU,[3]-~ŠU~,QUANmul,dreimal
76854,KUB 41.10(+), Rs. 7′,330,šipanti,ši-pa-an-ti,3SG.PRS,libieren
76855,KUB 41.10(+), Rs. 7′,330,našta,na-aš-ta,CONNn=OBPst,'n=ašta
76856,KUB 41.10(+), Rs. 7′,330,šanḫanzi,ša-an-ḫa-[an-zi,3PL.PRS,suchen/reinigen
76857,KUB 41.10(+), Rs. 7′,330,nu,nu,CONNn,'nu
76858,KUB 41.10(+), Rs. 7′,330,IŠ-TU šittua,~IŠ-TU~ {ḪUR.SAG}ši-id-du-wa,…:ABL,Šittuwa
76859,KUB 41.10(+), Rs. 8′,330,kuit,[ku-i]t,REL.NOM.SG.N,welcher
76860,KUB 41.10(+), Rs. 8′,330,ean,{GIŠ}e-ia-an,ACC.SG.C,Eibe(?)
76861,KUB 41.10(+), Rs. 8′,330,uter,ú-te-er,3PL.PST,(her)bringen
76862,KUB 41.10(+), Rs. 9′,330,nat,[na-a]t,CONNn=PPRO.3SG.N.ACC,'n=at
